"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Aaron Altherr","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".301",".386",".687",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","11270"
"Casey Turgeon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".301",".331",".632",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599227"
"Yeison Asencio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".288",".390",".678",".288","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548016"
"Jan Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".272",".380",".652",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737639"
"Kevin Krause","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".274",".326",".600",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827200"
"Zack Granite","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".303",".349",".653",".282","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","15343"
"Chad Spanberger","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".291",".399",".689",".291","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004242"
"Danny Woodrow","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".308",".344",".652",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918257"
"Chris Young","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".302",".406",".708",".302","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","3882"
"Osmel Aguila","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".291",".379",".670",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa916860"
"Brandon Moss","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".285",".430",".715",".300","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","4467"
"Chuck Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".307",".350",".657",".285","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658001"
"Jimmy Kerrigan","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".273",".398",".671",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005235"
"Drew Weeks","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".310",".428",".737",".312","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa602429"
"Tito Polo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".293",".373",".666",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657705"
"Alex Burg","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".266",".338",".605",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502124"
"Corey Julks","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".290",".345",".635",".275","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa913274"
"Jose Pujols","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".280",".404",".683",".289","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa739662"
"Oswaldo Arcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".301",".397",".698",".298","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","10306"
"Ramiro Rodriguez","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".286",".349",".635",".275","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917287"
"Connor Panas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".287",".378",".665",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875228"
"TJ Friedl","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".308",".365",".674",".291","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa943754"
"Willy Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".298",".381",".679",".291","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","12956"
"Jacob Heyward","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".308",".330",".638",".282","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738955"
"Rodrigo Orozco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".306",".347",".653",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa740813"
"Joey Curletta","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".288",".352",".640",".276","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658025"
"Preston Tucker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".299",".406",".704",".299","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","13633"
"Chris Coghlan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".302",".377",".679",".293","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","6878"
"John Norwood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".293",".368",".661",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa598986"
"Michael Saunders","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".305",".399",".704",".300","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","9981"
"Alex Kowalczyk","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".276",".344",".620",".267","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918272"
"Narciso Crook","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".289",".397",".686",".291","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738300"
"Donnie Dewees","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".296",".374",".670",".287","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa858802"
"Adam Brett Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".400",".671",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa621791"
"Kevin Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".306",".348",".654",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599801"
"Chad Huffman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".305",".378",".683",".295","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","5311"
"Luigi Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".282",".385",".667",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa547914"
"Daniel Nava","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".313",".366",".679",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","5450"
"Barrett Barnes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".297",".357",".654",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa577859"
"Jack Reinheimer","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".297",".325",".622",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","14938"
"Ben DeLuzio","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".306",".363",".668",".288","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737626"
"Allen Cordoba","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".287",".337",".624",".269","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","15722"
"Dairon Blanco","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".290",".366",".656",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005386"
"Drew Avans","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".286",".369",".655",".280","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006937"
"Joe Bennie","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".293",".339",".631",".274","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738417"
"Forrestt Allday","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".314",".330",".644",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737849"
"Mark Karaviotis","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".308",".353",".661",".287","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738977"
"Taylor Trammell","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".303",".343",".646",".282","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917943"
"Dillon Thomas","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".284",".351",".635",".273","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597958"
"Heath Quinn","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".292",".356",".648",".280","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737904"
"Jeremy Barfield","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".286",".382",".668",".285","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa327073"
"Cody Jones","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".304",".336",".640",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829826"
"Anthony Gose","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".298",".368",".666",".287","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","5097"
"Alec Keller","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".269",".312",".358",".670",".289","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829219"
"Zack Zehner","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".286",".358",".644",".277","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829122"
"Jake Meyers","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".281",".352",".634",".272","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004621"
"Dylan Rosa","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".278",".378",".656",".279","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004285"
"Luis Liberato","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".281",".353",".634",".271","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737020"
"O'Koyea Dickson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".292",".390",".682",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","12677"
"Chris Marrero","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".296",".393",".689",".294","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","2852"
"Nathan Lukes","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".286",".344",".630",".272","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875215"
"Rob Segedin","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".285",".375",".661",".282","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","11446"
"Cal Stevenson","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".298",".320",".618",".272","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006871"
"Cam Gibson","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".290",".354",".645",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659281"
"James Harris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".294",".357",".651",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597804"
"Scott Schebler","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".296",".401",".697",".296","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","12225"
"Jose Bautista","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".318",".369",".687",".299","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","1887"
"Pedro Florimon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".290",".338",".629",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","8385"
"Logan Hill","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".288",".371",".659",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875822"
"Zach Jarrett","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".285",".369",".654",".279","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002883"
"Brian Miller","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".301",".344",".644",".278","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915826"
"Tyler Neslony","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".299",".369",".668",".286","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918131"
"Devyn Bolasky","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".297",".352",".649",".280","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829558"
"Stephen Wrenn","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".281",".344",".625",".270","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738419"
"Brady Policelli","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".262",".321",".583",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918279"
"Chantz Mack","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".306",".333",".639",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738471"
"Ademar Rifaela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".284",".376",".660",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736911"
"Cal Towey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".297",".317",".614",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa579778"
"Max White","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".290",".358",".648",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657952"
"Mark Zagunis","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".313",".348",".660",".289","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","16565"
"Justin Ruggiano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".291",".401",".692",".293","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","7620"
"Bryce Johnson","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".304",".331",".634",".277","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004753"
"Keith Curcio","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".299",".358",".657",".282","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829045"
"Jacob Scavuzzo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".266",".398",".664",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658601"
"Cole Sturgeon","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".293",".363",".656",".282","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa709546"
"Blake Perkins","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".298",".338",".636",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874806"
"Kort Peterson","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".277",".376",".653",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874104"
"Oscar Gonzalez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".281",".383",".664",".281","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872782"
"Conner Capel","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".284",".368",".651",".278","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918012"
"Cody Asche","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".292",".352",".644",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","11997"
"Bligh Madris","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".292",".364",".656",".280","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004165"
"David Washington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".287",".388",".675",".288","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","12110"
"BJ Boyd","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".296",".351",".646",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657987"
"Isiah Gilliam","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".270",".374",".644",".274","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829343"
"Rob Refsnyder","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".314",".357",".670",".290","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","13770"
"Bijan Rademacher","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".302",".342",".644",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658233"
"Mel Rojas Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".291",".357",".647",".279","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548194"
"Luis Alexander Basabe","","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".218",".286",".338",".625",".271","","67","0.0","0.0","","-0.3","0.0","0.0","","999.0","sa736915"
"Julio Rodriguez","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".272",".357",".628",".268","","67","0.0","0.0","","0.0","0.0","0.0","","600.3","sa3005720"
"Clint Coulter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".276",".376",".652",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657922"
"Jose Azocar","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".284",".362",".646",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa735839"
"Ryan Noda","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".291",".336",".627",".273","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873960"
"Dustin Ackley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".304",".346",".651",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","10099"
"Brewer Hicklen","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".282",".361",".643",".275","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004159"
"Nick Basto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".278",".345",".623",".268","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657998"
"Andy Pineda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".281",".367",".648",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828307"
"Tyler Krieger","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".289",".332",".621",".270","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658994"
"Dom Thompson-Williams","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".270",".358",".629",".267","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829483"
"Greg Deichmann","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".271",".351",".621",".267","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004977"
"Yanio Perez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".296",".371",".667",".285","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa975161"
"Danny Mars","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".295",".343",".638",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829046"
"Ryan Grotjohn","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".288",".340",".627",".272","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003964"
"John Silviano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".274",".375",".649",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658243"
"Taylor Murphy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".280",".333",".613",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599536"
"Tony Renda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".292",".340",".632",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","13443"
"Ryan Raburn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".297",".381",".678",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","2218"
"Shawn O'Malley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".293",".331",".623",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","9629"
"Jeremias Pineda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".301",".325",".626",".274","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa598687"
"Quincy Latimore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".284",".358",".642",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa389676"
"Stewart Ijames","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".278",".367",".645",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549845"
"Caleb Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".288",".348",".636",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829163"
"Zach Collier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".288",".349",".637",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa454396"
"Johnny Bladel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".289",".346",".634",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006604"
"Joel Booker","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".284",".332",".616",".267","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918497"
"D'Arby Myers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".286",".354",".640",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa326716"
"Luis Tejada","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".283",".354",".637",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548053"
"Cody Thomas","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".269",".371",".640",".272","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738459"
"Jiandido Tromp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".278",".365",".642",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659194"
"Steven Kwan","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".296",".342",".638",".276","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008536"
"Jake Smolinski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".283",".373",".656",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","5408"
"Ross Kivett","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".290",".338",".628",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737860"
"Andrew Aplin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".298",".329",".627",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502787"
"Matt Juengel","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".269",".344",".613",".263","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658579"
"Nick Zammarelli III","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".274",".341",".614",".264","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738401"
"Josh Stephen","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".282",".373",".654",".278","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918203"
"Victor Cruzado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".293",".334",".627",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597033"
"Nick Banks","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".289",".367",".657",".281","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873982"
"Olmo Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".293",".351",".645",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa202325"
"Jeffrey Baez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".278",".364",".642",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597088"
"Josh Altmann","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".292",".362",".654",".283","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875314"
"T.J. Nichting","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".278",".361",".638",".272","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873681"
"Kyle Barrett","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".289",".344",".632",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa858028"
"Anfernee Seymour","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".275",".314",".589",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829114"
"Anderson Miller","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".281",".355",".636",".272","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857824"
"James Ramsey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".285",".349",".634",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599239"
"Jeff Gelalich","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".280",".333",".613",".266","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa503399"
"Max Murphy","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".287",".360",".647",".277","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827182"
"Nick Buss","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".297",".365",".662",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","6835"
"Tim Arakawa","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".284",".294",".578",".255","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875387"
"Cam Perkins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".291",".370",".661",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","13444"
"Kyle Waldrop","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".291",".360",".651",".280","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","11402"
"Lane Adams","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".280",".352",".632",".273","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","10767"
