"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Austin Aune","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".238",".282",".519",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657969"
"Aldemar Burgos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".232",".295",".527",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875196"
"J.D. Williams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".236",".257",".493",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875735"
"Carlos Penuelas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".244",".278",".522",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa547125"
"Garrett McCain","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".244",".269",".514",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915823"
"Cesar Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".244",".269",".513",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828129"
"Marino Campana","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".231",".304",".535",".229","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872486"
"Ryan Ramiz","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".238",".249",".486",".217","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006924"
"Logan Farrar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".241",".278",".518",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004126"
"Spencer Horwitz","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".229",".285",".514",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1115496"
"Gene Cone","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".248",".263",".511",".226","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874078"
"Randy Ventura","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".253",".252",".505",".224","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872499"
"Pedro Gonzalez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".241",".305",".546",".235","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872568"
"Matthew Page","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".251",".279",".531",".233","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829167"
"Dwanya Williams-Sutton","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".242",".267",".509",".226","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875819"
"Austin Dennis","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".232",".264",".496",".217","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007650"
"Nick Choruby","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".246",".263",".509",".226","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004881"
"Clark Scolamiero","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".238",".285",".523",".228","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002837"
"Niko Decolati","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".260",".325",".585",".251","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006670"
"Luis Silverio","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".236",".301",".537",".231","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876098"
"Francisco Del Valle","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".233",".261",".494",".218","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918323"
"Zander Clarke","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".236",".282",".518",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008431"
"Tanner Kirwer","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".232",".273",".506",".220","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002831"
"Leonardo Molina","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".231",".279",".510",".221","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830227"
"D.J. Wilson","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".245",".277",".523",".229","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875023"
"Jake Stone","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".232",".287",".519",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004305"
"Romy Gonzalez","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".232",".264",".496",".218","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006652"
"Dalton Blaser","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".238",".277",".515",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659285"
"Tristin English","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".225",".289",".514",".221","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876328"
"Bryce Bush","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".219",".256",".476",".209","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008278"
"Nick Horvath","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".239",".268",".507",".223","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008186"
"Trey Vavra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".236",".278",".514",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829620"
"Stanley Espinal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".225",".275",".500",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872852"
"Cole Roederer","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".239",".284",".523",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008184"
"Franklin Labour","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".228",".285",".513",".222","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916848"
"Luis Fonseca","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".232",".294",".526",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa592342"
"Jonah Davis","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".229",".294",".522",".226","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007501"
"Drew Campbell","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".235",".300",".534",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011264"
"Mikey Edie","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".239",".276",".514",".224","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827967"
"Greifer Andrade","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".214",".265",".479",".206","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826675"
"Cameron Simmons","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".221",".279",".500",".217","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009955"
"Ben Aklinski","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".232",".297",".529",".228","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006906"
"David Harris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".231",".284",".516",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738643"
"Wilyer Abreu","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".227",".266",".493",".215","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005082"
"Mariel Bautista","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".239",".297",".536",".231","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872535"
"Jose Gutierrez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".235",".291",".525",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917301"
"Cody Farhat","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".230",".291",".521",".225","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008078"
"Tyler Benson","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".238",".269",".507",".223","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004398"
"Dayton Dugas","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".226",".284",".511",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006855"
"Randy Norris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".235",".275",".510",".223","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007321"
"Jordan Qsar","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".220",".269",".488",".213","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007078"
"Matt Wallner","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".225",".282",".508",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918808"
"Reydel Medina","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".228",".313",".541",".230","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830291"
"Jonathan Sierra","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".239",".282",".521",".226","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917303"
"Will Robertson","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".226",".274",".500",".218","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009879"
"Logan Baldwin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".231",".282",".513",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004751"
"Edison Lantigua","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".230",".278",".508",".220","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828163"
"Matt Pita","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".221",".255",".477",".208","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008146"
"Miguel Aparicio","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".238",".300",".538",".231","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917275"
"Rayneldy Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".232",".278",".510",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916704"
"Isael Soto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".226",".285",".511",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830217"
"Alex McKenna","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".223",".264",".486",".212","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008003"
"Justin Harrer","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".233",".276",".509",".222","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007504"
"Brayan Morales","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".236",".265",".501",".219","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918374"
"Grant Little","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".240",".262",".501",".220","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008031"
"Jonatan Machado","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".233",".273",".506",".220","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa924310"
"Brandon Riley","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".240",".257",".497",".220","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007972"
"Jhon Torres","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".227",".279",".506",".220","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003233"
"Starling Heredia","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".229",".267",".496",".218","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917328"
"Carlos Belonis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".233",".269",".503",".220","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657248"
"Ricardo Vazquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".226",".288",".514",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509432"
"Davis Bradshaw","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".232",".269",".501",".217","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007031"
"Cameron Baranek","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".232",".271",".504",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004281"
"Zac Taylor","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".227",".292",".519",".224","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010391"
"Doran Turchin","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".231",".265",".496",".218","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006680"
"Hunter Steinmetz","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".226",".266",".492",".215","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007043"
"Will Brennan","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".233",".277",".510",".221","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010039"
"Grant Heyman","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".225",".299",".524",".224","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658171"
"Marcos Almonte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".222",".263",".485",".210","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828122"
"Beau Brundage","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".226",".247",".473",".209","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008246"
"Oliver Ortiz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".225",".279",".504",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa743087"
"Dionis Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".227",".278",".504",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828542"
"Josh Almonte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".228",".275",".504",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658538"
"Nelson Velazquez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".228",".288",".516",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005129"
"Anthony Churlin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".230",".271",".502",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918339"
"Armond Upshaw","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".250",".257",".507",".226","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918220"
"John Rave","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".229",".268",".497",".217","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918890"
"Michael Siani","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".240",".278",".518",".226","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008182"
"Lean Marrero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".225",".279",".504",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875650"
"Michael Harris","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".233",".283",".516",".224","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010684"
"Jesus Alastre","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".230",".270",".500",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826646"
"Cam Williams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".226",".273",".499",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918586"
"Eric Jenkins","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".241",".276",".517",".226","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874775"
"Romer Cuadrado","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".227",".267",".494",".216","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872527"
"Frederick Cuevas","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".225",".265",".489",".213","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872550"
"Elvis Rubio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".225",".277",".501",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597185"
"Clark Brinkman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".225",".275",".500",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006934"
"Ricardo Ferreira","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".222",".238",".460",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828126"
"Zach Rheams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".222",".280",".502",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008050"
"Jacob Bosiokovic","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".222",".277",".499",".216","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918394"
"Casey Hughston","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".229",".270",".498",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874093"
"Ashford Fulmer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".235",".256",".491",".217","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875893"
"Jagger Rusconi","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".222",".262",".485",".210","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875030"
"DJ Neal","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".220",".272",".491",".212","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876087"
"Chandler Avant","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".221",".244",".464",".203","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006778"
"Henry Quintero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".226",".275",".500",".217","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004940"
"Trent Tingelstad","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".224",".243",".466",".207","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009896"
"Marty Bechina","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".207",".249",".457",".198","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1053075"
"Je'Von Ward","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".239",".267",".506",".222","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004969"
"Jay Feliciano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".222",".277",".499",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa881295"
"Matt Lloyd","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".225",".293",".519",".224","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169978"
"Tanner Gardner","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".227",".269",".496",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915659"
"Nick Osborne","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".222",".277",".499",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008463"
"Kevin Williams Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".226",".272",".497",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002725"
"Cole Kreuter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".218",".255",".473",".206","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007790"
"Jean Carlos Arias","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".219",".283",".502",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872811"
"Tyler Dearden","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".227",".277",".504",".218","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005103"
"Sean Rodriguez","Marlins","5","20","17","4","1","0","1","2","2","2","6","0","0","0","",".209",".297",".369",".666",".287","","79","0.0","-0.2","","-0.6","-0.1","0.0","","999.0","6589"
"Ricardo Mendez","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".239",".270",".509",".223","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004383"
"Daniel Hinojosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".216",".236",".453",".200","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509451"
"Hosea Nelson","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".221",".282",".503",".217","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918155"
"Chad McClanahan","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".230",".248",".478",".212","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918209"
"Tony Pena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".228",".266",".494",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa922560"
"Juan Carlos Negret","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".218",".277",".494",".214","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003430"
"Mitchell Hansen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".226",".266",".492",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874799"
"Kameron Esthay","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".221",".275",".496",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915811"
"Milton Smith II","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".231",".252",".483",".212","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007076"
"Drew Mount","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".232",".283",".516",".223","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006728"
"Jorge Barrosa","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".233",".273",".505",".220","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005524"
"Garrett Hiott","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".221",".245",".466",".205","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009972"
"Cody Wilson","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".240",".268",".507",".222","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006723"
"Jonathan Lacroix","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".227",".263",".490",".214","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005416"
"Jesus Lujano","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".236",".270",".506",".220","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917197"
"Vinny Esposito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".220",".273",".493",".214","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007088"
"Thomas Jones","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".223",".263",".485",".212","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917968"
"Cade Harris","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".256",".290",".546",".240","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006661"
"Yerwin Trejo","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".233",".268",".501",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917750"
"Dominic Abbadessa","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".223",".256",".479",".209","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918557"
"Alexander Canario","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".215",".275",".490",".212","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003316"
"Agustin Ruiz","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".230",".256",".486",".213","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004149"
"Jimmy Smith","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".217",".277",".494",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007752"
"Dalton Hoiles","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".221",".262",".483",".211","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008229"
"Guillermo Granadillo","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".221",".259",".480",".209","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917297"
"Travis Jankowski","Reds","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".238",".316",".322",".638",".282","","69","0.0","-0.1","","-0.3","0.0","0.0","","999.0","13768"
"Jose Layer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".221",".271",".492",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918284"
"Jeremy Fernandez","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".220",".266",".486",".209","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa880735"
"Emilio Gustave","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".221",".268",".490",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa880795"
"Johan Rojas","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".223",".282",".505",".217","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005784"
