"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Pedro Florimon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".290",".338",".629",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","8385"
"Yonathan Mendoza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".292",".304",".596",".262","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596904"
"Danny Espinosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".272",".359",".631",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","9219"
"Bryant Flete","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".285",".316",".601",".262","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657425"
"Ryan Howard","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".278",".322",".600",".260","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857225"
"Chris Clare","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".287",".301",".588",".260","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918466"
"Ryan Vilade","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".258",".307",".358",".666",".287","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004256"
"Hutton Moyer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".264",".347",".611",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875235"
"Melvin Mercedes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".298",".285",".583",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658283"
"Seth Mejias-Brean","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".290",".339",".630",".273","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","13905"
"Michael Russell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".274",".329",".604",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827159"
"Kevin Merrell","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".277",".326",".603",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915707"
"Andrew Ely","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".287",".305",".592",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829591"
"Grenny Cumana","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".278",".342",".620",".266","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735846"
"Osvaldo Duarte","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".260",".327",".588",".252","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828299"
"Jeremy Rivera","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".279",".330",".609",".262","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829240"
"Joey Wong","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".294",".286",".580",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502131"
"Logan Warmoth","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".275",".303",".577",".253","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004813"
"Shawn O'Malley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".293",".331",".623",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","9629"
"Tyler Freeman","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".278",".322",".600",".260","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004755"
"KC Serna","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".278",".315",".593",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598479"
"Errol Robinson","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".277",".309",".587",".255","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857819"
"Zach Vincej","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".287",".336",".623",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","13269"
"Geraldo Perdomo","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".290",".305",".595",".262","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003290"
"Anthony Phillips","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".304",".356",".660",".284","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa392886"
"Cole Peterson","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".274",".313",".587",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003965"
"Angel Rosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".272",".315",".587",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa707769"
"Connor Kopach","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".259",".306",".565",".246","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006791"
"Anfernee Seymour","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".275",".314",".589",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829114"
"Grant Williams","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".279",".315",".595",".258","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006724"
"Ryan Gridley","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".266",".300",".566",".246","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915617"
"Kristian Trompiz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".274",".312",".586",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737029"
"Michael Stefanic","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".270",".298",".568",".247","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008479"
"Garabez Rosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".265",".337",".602",".256","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455978"
"Nick Allen","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".267",".297",".564",".246","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004723"
"J.J. Hardy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".275",".338",".613",".264","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","3797"
"Ryan Fitzgerald","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".279",".316",".594",".258","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006218"
"Alcides Escobar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".275",".328",".603",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","6310"
"Angelo Castellano","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".273",".310",".583",".254","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657521"
"Luis Aviles Jr.","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".265",".300",".565",".246","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738445"
"Juniel Querecuto","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".289",".348",".637",".273","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","12140"
"Luis Valenzuela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".267",".329",".596",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658081"
"Jose Caballero","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".265",".292",".558",".244","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004817"
"Jeremy Pena","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".262",".302",".564",".245","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876320"
"Shane Opitz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".276",".304",".580",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549070"
"John Polonius","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".271",".316",".587",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599310"
"Yhoxian Medina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".270",".318",".588",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602515"
"Sharlon Schoop","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".271",".313",".584",".255","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa293531"
"Andruw Monasterio","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".281",".302",".582",".256","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830359"
"Justin Twine","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".267",".316",".583",".251","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828686"
"Brendon Davis","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".286",".312",".597",".262","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875089"
"Luis Pintor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".273",".304",".577",".253","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918456"
"Dickie Joe Thon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".262",".324",".586",".253","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548351"
"Jake Gatewood","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".253",".355",".608",".258","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828685"
"Ruddy Giron","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".262",".326",".587",".252","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830284"
"Taylor Motter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".276",".337",".613",".265","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","12399"
"Jose Antequera","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".275",".314",".589",".256","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826778"
"Juan Ciriaco","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".267",".313",".580",".251","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa226165"
"Scott Burcham","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".296",".345",".641",".277","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875782"
"Luis Jean","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".271",".306",".576",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657310"
"Otto Lopez","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".264",".305",".568",".246","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004268"
"Malquin Canelo","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".270",".306",".576",".249","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657479"
"Jason Martinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".257",".326",".583",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548330"
"Trace Loehr","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".262",".295",".556",".241","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829044"
"Roberto Baldoquin","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".263",".293",".556",".243","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857538"
"Derrik Gibson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".272",".301",".573",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa456041"
"Leonardo Reginatto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".273",".301",".575",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa504970"
"Mitch Roman","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".267",".286",".553",".243","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918259"
"Vicente Conde","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".271",".292",".563",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827330"
"Elliot Soto","","3","13","12","3","0","0","0","1","1","1","3","0","0","0","",".226",".287",".312",".599",".262","","62","0.0","0.0","","-0.7","0.2","0.0","","999.0","sa390666"
"Eric Stamets","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".286",".359",".645",".277","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","13795"
"Diosbel Arias","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".284",".306",".591",".258","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005308"
"Terrin Vavra","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".297",".334",".631",".274","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007643"
"Carlos Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".265",".310",".575",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736959"
"Alexis Pantoja","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".272",".306",".578",".250","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829182"
"Camden Duzenack","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".262",".324",".586",".253","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873988"
"Connor Justus","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".268",".269",".537",".240","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873634"
"Carlos Penalver","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".266",".306",".572",".248","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596953"
"Luis Marte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".257",".322",".579",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597106"
"Chris Baker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".263",".309",".572",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918365"
"Kevin Santa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".270",".296",".565",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004252"
"Rando Moreno","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".269",".298",".567",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597695"
"Max Burt","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".251",".312",".563",".242","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007631"
"Osvaldo Abreu","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".264",".302",".565",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657398"
"Gabriel Arias","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".254",".322",".576",".246","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004047"
"Adrian Marin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".268",".295",".563",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657939"
"Edgardo Fermin","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".255",".304",".559",".242","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872571"
"Jacob Amaya","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".267",".286",".553",".243","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005081"
"Riley Delgado","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".278",".297",".576",".251","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004934"
"Jose Gomez","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".269",".309",".578",".250","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828331"
"Jancarlos Cintron","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".266",".313",".578",".250","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004065"
"Carlos Herrera","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".279",".357",".636",".271","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830140"
"Brice Turang","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".279",".286",".565",".250","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008294"
"Jose Vinicio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".256",".315",".570",".244","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549538"
"Alfredo Rodriguez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".273",".307",".581",".252","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa922180"
"Angel Aguilar","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".241",".320",".561",".239","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657323"
"Angel Ortega","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".262",".318",".579",".250","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658030"
"Erick Salcedo","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".256",".285",".541",".236","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548029"
"Adam Rosales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".262",".342",".604",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","9682"
"Cody Bohanek","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".261",".278",".539",".239","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004157"
"Cito Culver","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".260",".302",".562",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548315"
"Jose Devers","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".265",".289",".553",".241","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003295"
"Adrian Valerio","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".255",".315",".571",".245","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828164"
"Alec Sole","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".259",".301",".560",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829320"
"Leonardo Rivas","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".261",".269",".530",".235","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872542"
"Chase d'Arnaud","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".274",".318",".591",".258","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","6652"
"Nick Noonan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".270",".317",".586",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","6880"
"Adam Hall","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".263",".284",".547",".240","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005077"
"Ford Proctor","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".256",".273",".529",".233","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876187"
"Diego Goris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".252",".315",".567",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa507199"
"Michael De Leon","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".269",".306",".576",".249","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa823925"
"Chris Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".274",".270",".544",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621581"
"Luis Vazquez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".258",".312",".570",".245","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005131"
"Gregorio Petit","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".277",".320",".597",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","3812"
"Emerson Landoni","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".264",".291",".555",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455907"
"Emmanuel Marrero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".258",".295",".553",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829119"
"Wes Darvill","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".255",".299",".554",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501490"
"Spencer Steer","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".255",".293",".548",".238","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010586"
"Alfredo Reyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".263",".282",".545",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597093"
"Jack Lopez","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".255",".319",".574",".247","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598270"
"Tyler Smith","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".269",".298",".567",".248","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","12490"
"Yeltsin Encarnacion","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".258",".290",".548",".238","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875336"
"Stephen Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".271",".268",".539",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501997"
"Brendan Ryan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".282",".314",".596",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","6073"
"Alberti Chavez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".264",".305",".569",".247","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657456"
"Diego Castillo","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".256",".280",".536",".235","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872839"
"Ji-Hwan Bae","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".267",".278",".546",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006895"
"Yeltsin Gudino","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".261",".271",".532",".235","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830208"
"Antonio Nunez","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".258",".255",".513",".230","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829188"
"Tyler Frank","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".252",".266",".518",".229","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006660"
"Jose Garcia","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".256",".312",".569",".245","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005385"
"Paul Janish","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".279",".292",".571",".253","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","7412"
"Johan Cruz","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".248",".277",".525",".230","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736621"
"Anibal Sierra","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".243",".278",".521",".228","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa908626"
"Pete Kozma","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".269",".312",".581",".253","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","2539"
"Heiker Meneses","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".261",".280",".541",".237","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa506229"
"Justin Jones","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".242",".281",".523",".228","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006942"
"Javier Guerra","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".242",".312",".554",".238","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","17292"
"Taylor Snyder","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".265",".347",".613",".261","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738930"
"Oswaldo Cabrera","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".244",".287",".530",".230","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916954"
"Rodolfo Castro","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".242",".310",".552",".236","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917362"
"Alberto Triunfel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".249",".289",".539",".234","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597103"
"Cristian Perez","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".251",".276",".527",".230","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917025"
"Cadyn Grenier","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".253",".271",".524",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008140"
"Elmer Reyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".250",".294",".544",".235","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa506274"
"Engelb Vielma","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".272",".280",".552",".244","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","15481"
"Blake Trahan","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".271",".291",".562",".247","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","17588"
"Demetrius Sims","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".249",".280",".528",".231","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004390"
"Deiner Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".245",".293",".539",".233","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597152"
