"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Jason Goldstein","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".271",".339",".610",".263","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857721"
"Mitchell Kranson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".284",".347",".631",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918156"
"Mike Marjama","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".280",".365",".645",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","12594"
"Rene Pinto","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".275",".331",".606",".262","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa826668"
"P.J. Higgins","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".296",".336",".631",".275","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875573"
"Jake DePew","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".278",".352",".630",".271","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548454"
"Caleb Hamilton","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".281",".339",".621",".268","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738961"
"Ryan Lidge","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".280",".333",".614",".267","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738984"
"Raffy Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".282",".356",".638",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","12606"
"Jesus Sucre","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".293",".361",".654",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","5942"
"Taylor Grzelakowski","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".284",".333",".617",".267","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005298"
"Andy Paz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".288",".330",".618",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa603199"
"Julian Leon","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".278",".316",".594",".262","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa739577"
"Martin Cervenka","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".276",".345",".621",".267","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa492636"
"Hector Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".278",".389",".667",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","10289"
"Jack Kruger","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".279",".324",".603",".261","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918429"
"Luis Villegas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".274",".348",".622",".267","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa547944"
"Argenis Raga","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".278",".341",".618",".267","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa596833"
"Matt McBride","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".272",".364",".636",".271","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","9373"
"Taylor Gushue","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".280",".362",".642",".274","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827360"
"Rene Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".282",".338",".620",".267","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa454693"
"Chris Chinea","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".270",".352",".622",".265","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827344"
"Jason Delay","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".275",".347",".621",".267","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857222"
"Chris O'Brien","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".285",".316",".601",".265","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa526558"
"Renae Martinez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".281",".340",".620",".268","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004255"
"A.J. Ellis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".307",".350",".657",".286","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","5677"
"Anthony Recker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".282",".357",".639",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","4063"
"Austin Bossart","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".323",".595",".259","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875667"
"Jan Vazquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".283",".319",".602",".264","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501536"
"Tyler Payne","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".269",".353",".623",".266","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876024"
"Cooper Goldby","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".266",".314",".580",".253","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738676"
"Drew Longley","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".264",".342",".606",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659756"
"Francisco Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".291",".304",".595",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa505229"
"Marcus Littlewood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".274",".329",".602",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548261"
"Hank Conger","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".269",".357",".626",".268","","63","0.0","0.0","","-0.1","0.0","0.0","","999.0","2505"
"Jose Briceno","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".249",".336",".584",".250","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","13151"
"Jorge Saez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".271",".333",".604",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658909"
"Kevin Krause","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".274",".326",".600",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827200"
"Will Remillard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".266",".341",".606",".261","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738192"
"Austin Rei","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".278",".324",".603",".263","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659079"
"Andres Sotillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".270",".333",".603",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657546"
"Nick Rickles","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".261",".352",".614",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546837"
"Devin Mesoraco","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".295",".370",".666",".285","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","5666"
"Welington Castillo","","8","31","28","7","1","0","1","3","4","2","9","0","0","0","",".244",".296",".425",".721",".304","","83","-0.2","0.0","","-0.9","0.7","0.0","","597.4","3256"
"Stephen McGee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".285",".302",".587",".261","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737919"
"Webster Rivas","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".282",".322",".604",".261","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa547912"
"Bobby Wilson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".259",".322",".581",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","6564"
"Jin-De Jhang","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".276",".328",".604",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa653546"
"Alex Burg","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".266",".338",".605",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502124"
"Kungkuan Giljegiljaw","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".269",".340",".609",".261","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830277"
"Joey Morgan","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".272",".320",".592",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004032"
"Roberto Pena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".272",".324",".597",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548359"
"Spencer Kieboom","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".288",".315",".603",".265","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","13300"
"Kyle Overstreet","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".277",".323",".600",".259","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827140"
"Jeremy Lucas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".275",".318",".594",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa503053"
"Dustin Houle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".277",".316",".592",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598106"
"Alex Kowalczyk","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".276",".344",".620",".267","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918272"
"Arvicent Perez","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".261",".290",".377",".667",".284","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa655950"
"Charlie Madden","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".261",".347",".608",".260","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918568"
"Chris Gimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".274",".315",".589",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","7324"
"Mike Ohlman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".277",".313",".589",".259","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","10347"
"Gabriel Lino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".269",".324",".594",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548048"
"Alfredo Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".285",".304",".589",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","14267"
"Ashley Graeter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".272",".327",".599",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa660832"
"Chris Rabago","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".301",".352",".653",".282","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829062"
"Scott Manea","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".258",".310",".568",".247","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829837"
"Gabriel Moreno","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".250",".340",".591",".251","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003226"
"Eduardo de Oleo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".257",".343",".600",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597686"
"Tim Roberson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".267",".327",".593",".256","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546786"
"Ivan Herrera","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".268",".318",".586",".254","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003191"
"Garrett Kennedy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".271",".311",".582",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875722"
"Carlos Martinez","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".278",".323",".601",".260","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737214"
"Cassidy Brown","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".265",".321",".586",".255","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872712"
"Brady Policelli","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".262",".321",".583",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918279"
"Jakson Reetz","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".276",".325",".601",".262","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828796"
"Chuckie Robinson","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".252",".318",".570",".245","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918471"
"Jonathan Morales","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".279",".321",".600",".260","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875808"
"Nick Ciuffo","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".279",".346",".625",".269","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","16291"
"Rodrigo Vigil","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".269",".320",".589",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa547818"
"Max McDowell","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".281",".310",".591",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875626"
"Brian Olson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".268",".314",".582",".253","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876130"
"Carlos Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".272",".308",".580",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa456100"
"Mickey Gasper","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".261",".308",".569",".248","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007747"
"Arden Pabst","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".258",".339",".597",".253","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa858812"
"Logan Moore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".272",".306",".578",".253","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598265"
"Mitch Ghelfi","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".261",".308",".570",".247","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875890"
"Anthony Dimino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".273",".302",".575",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875888"
"Alexander Alvarez","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".267",".330",".597",".257","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826656"
"Michael Cruz","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".248",".319",".567",".243","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918049"
"KJ Harrison","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".269",".327",".596",".258","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829382"
"Chris Stewart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".282",".313",".596",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","3878"
"Chuck Moorman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".313",".573",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658355"
"Tony Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".269",".328",".597",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","2802"
"Jose Queliz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".255",".319",".575",".248","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658848"
"Brian Navarreto","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".253",".318",".571",".245","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737817"
"Alex Murphy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".258",".312",".569",".248","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737854"
"Jordan Procyshen","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".264",".315",".579",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829345"
"Christian Kelley","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".265",".306",".571",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875583"
"Dioner Navarro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".284",".337",".620",".270","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","3179"
"Trevor Brown","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".267",".314",".581",".252","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","13895"
"Carlos Perez","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".256",".296",".552",".240","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828577"
"John Riley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".257",".310",".566",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738650"
"Jon Rosoff","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".257",".302",".559",".243","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007635"
"Chris Williams","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".249",".309",".558",".243","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007028"
"Daniel De La Calle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".248",".322",".571",".245","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738529"
"Sal Giardina","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".266",".309",".575",".251","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829575"
"Jose Vicente","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".242",".334",".576",".245","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828860"
"Jake Romanski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".259",".312",".570",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738897"
"Nate Esposito","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".258",".302",".560",".243","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602817"
"Steven Baron","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".270",".297",".567",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","9787"
"Sam Huff","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".253",".344",".597",".253","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918046"
"Ramon Cabrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".271",".330",".601",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","10327"
"Nick Hundley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".268",".375",".643",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","3376"
"Marcus Greene Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".254",".306",".560",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659282"
"Mario Feliciano","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".247",".336",".583",".249","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917954"
"Christopher Bec","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".256",".282",".538",".238","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006727"
"Yohel Pozo","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".260",".327",".587",".252","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828445"
"Jack Murphy","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".268",".272",".540",".241","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502520"
"Chris Okey","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".255",".326",".580",".250","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738505"
"Hunter Feduccia","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".257",".291",".548",".240","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007872"
"Jordan Devencenzi","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".255",".276",".531",".233","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875840"
"Michael Papierski","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".256",".264",".520",".233","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829203"
"Henri Lartigue","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".258",".306",".564",".246","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918028"
"Ben Breazeale","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".264",".278",".542",".240","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002753"
"Kole Cottam","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".256",".305",".561",".244","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006780"
"A.J. Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".247",".316",".564",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","7077"
"Roy Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".264",".283",".547",".241","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829030"
"Robert Mullen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".245",".316",".561",".241","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737644"
"Jarrod Saltalamacchia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".268",".310",".578",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","5557"
"Erick Castillo","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".259",".301",".560",".244","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658211"
"Wilkin Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".274",".356",".630",".268","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","5124"
"Tyler Moore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".255",".290",".546",".240","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829014"
"Hendrik Clementina","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".244",".338",".582",".247","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828422"
"Rodolfo Duran","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".241",".333",".574",".244","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877500"
"Adam Moore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".259",".307",".566",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","9362"
"Alberto Rosario","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".267",".303",".570",".247","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","7125"
"Brett Austin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".256",".280",".536",".238","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597795"
"Ruben Castro","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".248",".269",".517",".229","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829293"
"Jose Herrera","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".265",".285",".551",".243","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830295"
"David Sheaffer","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".232",".296",".528",".227","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006846"
"Deon Stafford","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".253",".294",".547",".239","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915865"
"Anthony Hermelyn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".256",".280",".536",".237","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa858027"
"Joey Roach","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".245",".279",".523",".227","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918726"
"Daniel Fajardo","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".248",".295",".544",".235","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657408"
"Norberto Susini","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".253",".284",".537",".237","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599831"
"Collin Theroux","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".238",".276",".513",".227","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876102"
"Matt Winn","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".251",".282",".533",".234","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa858059"
"David Fry","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".244",".319",".563",".241","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006787"
"Nate Nolan","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".235",".290",".525",".228","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918101"
"Alex Dunlap","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".260",".291",".551",".243","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004878"
